Posted On,BHK,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
32,2,600,458,2,263,4,2,1,1,2
61,2,700,10,2,1348,1,2,1,1,2
61,2,700,462,1,1777,5,1,0,2,0
69,2,445,312,1,1468,2,2,1,2,2
75,2,1000,198,2,1895,3,2,1,2,2
64,2,1050,313,1,706,3,2,0,2,2
7,3,950,457,2,1698,2,2,1,2,2
9,2,1000,10,1,929,1,1,2,2,2
59,4,2500,61,1,1285,5,1,1,4,0
69,3,1100,108,1,1752,5,2,0,3,0
66,1,500,10,2,206,0,1,1,1,2
20,2,1100,196,2,222,3,1,1,2,2
55,1,500,270,1,1369,2,1,1,1,0
62,2,400,14,1,991,4,1,1,1,2
22,2,700,201,1,1835,5,1,1,2,0
12,3,1600,267,2,213,4,2,1,2,2
72,2,700,1,1,196,4,1,0,2,2
43,2,650,14,2,1463,3,2,1,2,2
24,2,1180,313,2,1270,3,1,1,2,2
68,3,1500,198,2,2118,1,1,0,3,0
75,3,1550,200,1,299,0,1,1,3,0
46,1,450,10,1,574,4,2,1,1,2
47,3,1600,159,2,362,5,1,1,5,2
55,2,750,405,1,388,5,0,1,2,0
53,4,2280,196,1,1306,1,1,1,4,0
53,2,1100,190,2,1359,1,0,1,2,2
28,2,400,267,1,260,4,1,0,1,2
46,2,530,14,1,343,0,1,1,1,2
8,1,1000,455,2,1643,3,2,1,1,2
24,2,1150,16,2,91,3,2,1,2,2
50,4,2500,203,1,868,5,2,1,4,0
7,3,900,270,2,531,2,2,1,2,2
66,2,669,124,1,2020,5,2,0,2,0
67,1,750,1,2,1477,1,2,1,1,0
20,1,500,14,2,2071,1,0,1,1,2
39,3,1670,270,2,1271,2,1,1,3,2
12,1,350,267,2,1983,0,1,1,1,2
35,3,1800,16,1,1100,0,2,0,3,0
16,1,800,270,2,771,3,1,1,1,2
20,2,400,455,2,1435,3,2,1,3,2
43,1,500,196,2,984,0,2,1,1,2
28,2,600,455,1,5,4,1,1,2,2
63,1,450,455,2,196,4,2,2,1,2
59,2,850,334,1,1471,5,1,1,2,0
46,1,400,1,1,991,4,2,1,1,0
35,2,1100,10,2,1417,0,2,1,2,2
27,2,730,192,1,977,1,1,2,2,2
43,2,1156,455,1,255,3,2,0,2,2
24,3,1428,455,2,423,1,2,0,2,2
32,4,400,458,1,1796,2,2,1,4,0
36,2,600,409,1,2233,1,2,0,2,2
53,2,900,10,2,1016,1,2,1,2,2
69,2,980,299,1,2154,0,1,2,2,0
43,1,600,312,1,1636,2,0,0,1,0
43,1,25,270,2,342,2,2,1,1,2
52,4,1600,17,1,1761,4,2,1,3,0
77,2,1600,18,2,970,3,0,1,2,2
32,2,700,455,2,886,4,1,1,1,2
23,3,750,455,2,1751,4,2,2,1,2
36,3,1650,347,1,1028,3,1,2,3,2
76,3,1500,466,2,71,3,1,1,3,2
26,3,1600,17,2,1270,3,1,1,3,2
38,2,1424,192,2,2201,1,1,1,2,2
79,3,1444,43,2,1418,1,1,0,3,0
60,2,1492,311,2,590,3,1,1,2,0
37,2,685,455,2,1023,1,2,1,2,2
71,1,300,14,1,964,4,2,0,1,2
75,2,750,144,1,729,5,1,2,2,0
76,2,1350,17,1,737,3,1,1,2,2
53,3,1000,67,1,1326,5,1,1,3,0
49,2,900,270,2,404,3,1,1,2,2
78,1,450,16,1,1299,2,0,1,1,0
73,2,700,10,2,347,0,2,1,2,2
32,1,600,14,1,1233,0,1,0,1,0
69,3,1000,455,1,1759,4,1,1,2,2
13,2,1000,270,2,1241,0,1,1,2,2
49,2,1200,457,2,1150,4,2,1,2,2
8,1,300,267,2,2194,3,2,1,1,2
20,2,950,458,2,318,3,2,1,2,2
62,1,800,10,1,831,1,2,0,1,2
15,2,750,1,2,2130,1,2,1,2,2
61,2,1130,198,2,1433,0,1,1,2,2
39,3,1270,0,1,1964,3,0,2,2,2
78,3,950,147,1,344,5,2,1,3,0
69,2,1050,347,1,741,0,1,1,2,0
48,2,800,455,1,120,1,1,0,2,0
71,3,1095,192,2,1142,1,0,1,2,2
57,2,590,10,2,420,1,2,1,1,2
34,3,1200,16,2,1655,4,2,1,3,2
78,3,1650,414,1,2167,5,0,0,4,0
22,1,200,198,1,2200,2,2,0,1,0
34,3,1800,16,1,1560,2,1,1,3,0
79,3,1400,198,1,2118,1,1,1,3,0
62,2,500,270,1,1598,4,1,1,1,2
42,1,160,196,1,1094,5,2,1,1,2
41,3,2000,449,1,590,3,1,2,3,0
7,2,470,198,2,1570,2,0,1,2,2
76,2,900,458,1,855,2,1,1,2,0
35,2,600,457,2,195,4,1,1,2,2
53,2,950,1,1,1259,1,1,2,2,2
7,3,106,458,2,342,2,1,1,1,2
49,2,600,457,1,916,0,2,0,2,2
20,2,800,455,2,649,3,1,1,2,2
50,2,280,14,2,1383,4,2,0,1,2
61,2,800,313,2,197,4,2,1,1,2
61,2,1000,14,2,1849,1,1,1,2,2
75,2,950,1,1,2081,1,2,0,2,2
27,3,1650,189,2,2046,1,1,2,3,0
26,1,500,192,1,1935,5,1,0,1,2
54,2,756,198,1,1503,2,1,0,2,0
78,2,800,391,1,730,5,1,1,2,0
75,2,800,1,2,746,0,1,2,2,2
20,2,900,198,2,222,3,1,1,2,2
75,1,450,1,2,2118,1,2,2,1,2
31,2,600,14,2,1880,0,2,1,1,2
53,2,900,196,2,1573,3,0,1,2,2
31,3,1200,93,1,1909,5,0,2,3,0
67,2,650,447,1,341,1,2,1,1,2
55,1,300,14,1,146,2,0,0,1,2
14,1,562,270,2,91,3,2,1,1,2
18,3,1281,198,2,217,0,1,1,3,2
59,1,200,16,1,2200,2,2,0,1,0
63,3,1200,457,2,744,4,2,1,1,2
41,2,900,457,1,2058,2,0,1,2,2
77,2,700,10,1,369,0,1,2,1,2
22,3,1500,313,2,774,3,1,1,3,0
73,3,1350,200,1,1159,0,1,1,2,0
26,2,750,365,1,1593,5,2,0,2,0
18,2,800,457,2,1780,4,0,1,1,2
55,1,435,435,1,947,5,1,0,2,0
75,2,1150,14,2,222,3,0,1,2,2
29,2,901,192,2,1291,1,2,1,2,2
23,2,200,192,1,1188,0,0,1,2,2
25,1,475,186,1,1849,1,1,1,1,0
59,1,480,196,2,1552,0,0,1,1,2
75,2,560,457,1,114,5,0,0,2,2
64,3,1200,405,1,1000,5,0,1,3,0
24,2,1000,455,2,1959,1,1,1,2,2
75,2,850,14,2,2071,1,2,1,2,2
75,3,1700,270,1,134,0,1,1,3,0
77,3,1150,10,1,1474,1,1,1,3,2
74,2,1200,317,2,590,3,0,1,2,2
45,2,500,196,1,1102,2,1,1,2,0
68,2,630,447,1,312,4,1,1,1,2
19,3,1100,71,1,379,5,2,1,3,0
27,2,1000,270,2,246,0,1,1,2,2
43,1,500,196,2,560,0,1,1,1,2
46,3,965,455,2,1209,1,1,1,2,2
7,1,42,457,2,536,2,1,1,1,2
49,3,1800,179,2,1342,3,2,0,3,0
56,2,800,10,1,153,1,1,1,2,2
7,2,95,16,2,1818,2,1,1,1,2
38,2,1250,455,1,1720,1,1,1,2,2
27,1,750,457,2,878,0,2,1,1,2
38,2,600,10,1,13,4,2,1,1,2
27,2,1050,425,1,2046,1,1,2,2,0
27,2,600,457,2,1321,0,0,0,1,2
75,3,1700,16,1,1847,2,0,0,3,0
75,3,1225,431,1,1044,1,1,1,3,0
78,2,750,203,1,1927,5,2,2,2,0
38,1,600,198,1,346,0,1,1,1,2
78,2,1100,198,2,1270,3,1,1,2,2
55,1,450,198,2,1849,1,1,1,1,2
67,2,750,275,2,1851,5,1,1,2,2
43,2,839,14,2,755,4,1,1,2,2
69,3,125,16,2,2039,2,2,0,2,2
19,2,720,447,2,1855,4,2,0,2,2
27,3,1700,1,1,2058,2,1,0,3,0
68,2,1000,457,2,1251,1,2,1,2,2
68,2,750,455,1,1451,1,1,1,1,2
73,3,1100,16,1,1824,2,2,0,3,0
39,4,1454,383,1,358,5,2,1,4,0
28,2,1100,17,2,316,3,1,1,2,2
76,1,435,200,1,1303,0,1,1,1,0
39,4,1400,198,1,1695,2,1,1,2,0
28,2,780,6,1,1291,1,1,2,2,2
22,1,350,14,2,1331,2,2,1,1,2
78,2,630,38,1,949,5,2,0,2,0
75,4,2046,222,1,1423,5,1,1,5,0
66,2,800,335,2,1247,5,1,0,2,0
67,2,600,270,2,2052,3,2,1,1,2
71,3,1100,312,1,2071,1,1,0,3,0
35,1,400,270,2,1490,0,1,1,1,2
75,2,1100,10,2,1251,1,1,0,2,2
71,2,800,18,2,1273,3,0,1,2,2
77,2,1020,10,1,657,1,0,1,2,2
59,2,550,277,1,1332,5,2,2,2,0
75,2,1350,335,2,590,3,1,0,2,0
76,1,440,458,1,2185,5,1,0,1,0
73,1,500,19,1,225,5,2,1,2,0
70,2,900,455,1,255,3,1,0,2,2
35,2,600,458,2,511,0,2,1,2,2
69,3,1600,196,2,804,0,1,2,3,0
27,2,1225,198,2,1925,3,2,0,2,2
57,1,350,447,2,1023,1,2,1,1,2
75,3,1600,200,1,867,3,1,1,3,0
78,3,1915,262,2,150,5,1,1,3,0
54,2,1130,271,2,769,3,2,0,2,2
8,2,800,455,2,1961,1,2,1,1,2
78,3,1225,334,1,1286,5,0,1,3,0
30,2,1055,447,1,1798,0,1,0,2,0
20,2,600,196,2,228,3,2,1,2,2
18,2,55,270,2,1517,2,2,1,1,2
20,1,450,10,2,850,3,2,1,1,2
72,2,600,455,2,266,4,2,1,1,0
31,1,500,14,1,1598,4,1,1,1,2
49,2,840,271,2,318,3,0,1,2,2
68,2,910,30,1,1679,5,2,0,2,0
28,2,1000,196,2,176,3,2,1,2,2
76,1,400,423,1,2113,5,0,1,1,0
61,3,1200,14,1,173,1,1,1,2,2
33,1,600,270,2,1270,3,2,1,1,2
46,2,900,10,2,1023,1,1,1,2,2
66,3,1789,404,2,2154,0,1,2,3,0
69,1,390,299,1,1492,5,2,1,1,0
38,1,600,10,2,611,4,0,1,1,2
43,2,900,198,2,158,0,0,2,1,2
27,2,1000,455,1,925,0,2,0,1,2
47,1,280,275,1,1941,5,2,1,1,0
22,1,656,132,2,388,5,2,1,2,2
53,3,3200,44,1,581,3,1,2,3,0
76,2,583,33,1,1421,5,2,2,2,0
73,3,713,1,1,1562,2,0,1,3,2
21,1,2200,200,2,945,4,0,1,3,2
46,3,1220,196,1,1761,4,2,1,2,2
69,3,1750,198,1,841,0,1,1,3,0
4,3,1100,457,1,572,4,2,0,1,2
22,2,900,458,1,1502,2,1,1,2,0
14,1,550,1,1,1961,1,2,1,1,2
28,3,1685,459,2,1533,3,0,1,3,2
65,1,560,198,1,628,5,2,0,2,0
37,2,800,447,1,1590,1,2,2,2,2
32,1,550,198,1,1297,5,2,0,1,0
63,2,850,196,2,475,3,2,1,2,2
28,1,550,196,2,671,1,2,1,1,2
66,5,1880,56,1,1710,5,0,2,4,0
24,2,1000,455,2,2071,1,2,2,2,2
33,2,1080,196,2,687,3,1,1,2,2
24,1,400,455,2,1251,1,2,1,1,2
24,2,600,1,2,1477,1,2,1,1,2
26,1,500,10,2,1708,1,1,2,1,2
53,2,1300,200,2,1518,3,2,1,2,2
75,3,1550,14,1,1205,1,2,0,3,0
55,1,300,447,1,231,4,0,0,1,0
77,2,800,458,1,811,0,1,0,1,2
35,3,800,198,1,2200,2,2,0,2,0
13,1,700,458,2,307,0,0,1,1,2
59,2,500,379,2,1074,0,0,1,2,2
52,2,1281,17,2,1461,0,1,1,2,2
44,3,1600,16,2,1148,3,1,2,3,2
11,1,550,455,1,227,4,1,0,1,2
78,3,1350,17,1,2164,5,0,0,3,0
60,2,1000,10,0,423,1,0,1,2,2
20,1,160,447,2,688,3,2,1,1,2
70,3,1475,16,2,42,1,1,1,3,2
39,3,906,379,1,1773,5,1,1,3,0
69,3,1550,347,1,3,3,2,1,2,2
33,2,700,14,2,86,1,0,1,2,2
14,2,1050,10,2,1805,1,1,1,2,2
51,2,900,200,1,1030,0,1,1,2,0
32,2,1200,447,2,1284,1,1,1,2,2
75,3,2800,369,1,1626,0,0,1,3,0
48,2,1200,255,1,1015,0,1,1,2,2
78,2,760,435,1,1069,5,1,1,2,0
49,3,1250,357,1,225,5,1,1,3,0
35,2,1500,109,2,47,5,0,1,4,2
22,2,900,347,2,1481,4,1,0,1,2
47,3,900,14,2,1354,2,0,1,3,2
53,2,1200,17,2,1524,1,1,1,2,2
59,2,1000,16,2,250,0,2,1,2,2
39,3,1500,313,1,880,3,1,1,3,2
45,2,1160,371,2,1151,3,0,2,2,2
48,2,1100,200,1,1812,0,1,1,2,2
54,2,700,455,2,1958,1,2,1,2,2
31,2,850,458,2,245,0,1,1,1,2
76,4,1016,269,1,1422,5,2,1,3,0
42,1,430,315,1,1972,5,2,2,1,0
27,3,1800,457,2,2058,2,1,1,2,2
64,1,400,447,2,326,3,2,1,1,2
46,2,680,1,2,1947,1,2,1,2,2
28,1,115,457,2,420,1,2,0,1,2
26,1,650,14,2,1898,5,1,1,1,2
13,2,900,313,2,604,2,1,1,2,2
45,3,1100,276,1,1000,5,0,1,3,0
20,2,800,457,2,1748,3,2,1,2,2
69,2,930,16,1,2003,1,0,2,2,2
61,1,450,455,2,917,1,2,1,1,2
8,2,900,192,1,1989,1,1,0,2,2
32,1,200,455,2,1780,4,1,1,1,2
71,2,1125,196,1,70,3,2,0,2,2
42,2,450,1,1,314,4,2,1,1,2
20,2,1100,457,2,1437,3,2,1,2,2
7,2,1305,20,2,827,0,1,1,2,2
73,2,90,313,2,453,2,1,1,2,2
78,4,3100,435,2,508,0,1,1,4,0
71,3,900,455,2,391,1,1,1,2,2
43,2,750,474,1,1120,5,2,1,2,0
49,2,1000,355,1,225,5,1,0,3,0
26,2,1050,271,2,147,3,1,1,2,2
13,2,750,455,2,346,0,1,1,1,2
46,2,700,316,1,1777,5,1,0,3,0
35,3,2036,356,2,1205,1,1,0,3,0
32,1,600,192,2,1253,0,1,1,1,2
33,2,700,455,2,1350,1,2,1,2,2
31,2,800,457,1,1781,4,2,1,2,2
57,3,1800,457,2,1240,2,2,2,3,0
46,4,1560,66,1,2172,5,2,1,4,0
32,2,1200,196,2,866,0,1,1,1,2
78,4,2800,352,1,1443,5,1,1,4,0
26,2,1000,14,2,1076,2,2,1,2,2
69,2,1250,447,1,237,4,2,2,2,2
64,2,800,458,1,2114,4,2,0,1,2
59,2,1200,356,2,1287,5,0,1,2,0
73,1,360,447,2,565,1,2,1,1,2
76,1,330,461,1,839,5,1,1,1,0
51,5,3000,193,1,379,5,0,1,5,0
68,3,900,318,1,514,5,1,2,3,0
20,1,500,196,2,1519,3,2,1,1,2
60,2,1500,312,2,2193,5,1,1,3,2
75,2,1080,455,1,252,0,1,2,2,2
75,1,650,198,1,618,2,1,1,1,0
78,2,661,182,1,1712,5,1,1,2,0
7,1,596,19,2,947,5,1,1,1,2
43,2,700,398,1,1795,4,2,1,2,2
57,2,900,457,2,611,4,2,1,1,2
66,1,450,455,1,607,0,1,1,1,2
20,3,1650,271,2,1533,3,1,1,2,2
59,1,400,455,2,1236,0,1,1,1,2
33,2,1000,10,2,1849,1,2,1,2,2
56,2,1200,10,1,847,3,2,2,2,2
34,2,500,14,1,1387,5,0,1,1,2
55,1,430,313,2,614,0,1,1,1,2
36,1,400,10,2,1893,4,1,0,1,0
53,1,500,14,2,2008,3,2,1,1,2
51,3,1750,1,2,1064,1,2,1,3,2
33,3,1570,313,2,1849,1,1,1,3,2
32,2,690,317,1,1297,5,1,0,2,0
78,1,500,273,2,11,5,1,1,1,0
20,2,700,270,2,1438,3,1,1,1,2
62,1,485,408,1,941,5,0,1,2,0
59,3,1600,355,2,719,2,2,1,2,2
57,1,600,1,2,1060,1,2,0,1,2
59,3,2500,14,1,1388,2,1,1,3,0
75,1,500,10,2,1596,3,1,1,1,2
67,3,214,192,2,867,3,0,0,4,2
75,2,780,192,2,1475,1,1,1,2,2
68,2,600,455,2,45,4,1,1,1,2
75,3,1900,297,1,590,3,1,2,3,0
15,3,1000,192,1,1215,3,0,2,2,2
75,3,2000,455,2,1998,3,1,1,3,2
65,2,1000,458,1,1739,0,1,1,2,2
67,4,3800,255,1,581,3,1,1,4,0
78,3,2170,323,1,1443,5,1,1,4,0
18,3,1250,348,1,375,3,1,1,3,2
13,3,1400,198,2,830,0,1,1,3,2
14,2,1100,455,2,1152,1,1,1,2,2
63,1,700,10,1,611,4,2,0,1,2
41,3,1500,16,1,1946,1,0,1,3,2
21,1,410,357,1,454,5,1,1,1,0
20,2,800,14,2,1575,1,1,1,1,2
68,3,1800,445,2,2191,1,1,0,3,0
13,2,950,200,2,1246,2,2,1,2,2
73,2,1000,196,1,866,0,1,0,2,0
31,2,700,318,1,930,5,0,0,2,0
5,2,450,17,1,1102,2,1,1,1,2
61,2,830,192,1,1783,5,0,0,2,0
19,2,1100,10,2,1792,0,1,1,2,2
61,2,1200,200,2,1025,3,1,1,2,2
38,2,950,196,1,621,2,1,1,2,2
20,2,1000,14,2,943,1,2,1,2,2
78,3,1130,275,1,225,5,1,1,3,0
14,3,1650,14,1,459,2,1,1,2,2
35,2,950,10,2,1417,0,1,1,2,2
28,2,800,455,2,171,1,2,1,2,2
17,3,1000,20,1,978,1,1,1,3,2
49,4,1815,200,2,1435,3,1,1,3,2
7,2,90,270,2,1165,2,2,1,2,2
43,1,450,198,2,971,0,2,1,1,2
39,2,650,349,1,4,5,2,1,2,0
22,3,1600,270,2,659,2,1,1,3,2
27,2,700,455,1,978,1,2,1,1,2
49,1,490,267,2,2104,1,1,1,1,2
14,2,966,14,2,1023,1,1,1,2,2
61,1,400,457,2,1306,1,2,1,1,2
61,1,150,1,2,1758,4,0,1,1,2
51,1,475,411,1,520,5,2,1,2,0
6,1,600,267,2,740,0,2,1,1,2
68,2,800,10,1,2080,1,2,0,2,2
42,3,1500,379,1,72,5,1,1,4,0
33,3,1500,270,2,1432,1,1,1,3,2
64,3,1800,14,2,1557,3,1,1,3,2
52,2,650,447,2,613,4,1,1,1,2
33,2,1500,458,2,228,3,1,1,2,2
7,1,30,196,1,177,2,0,1,1,2
28,2,900,457,2,1524,1,1,1,2,2
75,3,1800,25,2,1725,5,1,1,3,0
75,2,800,14,2,1524,1,1,1,2,2
68,2,850,10,2,45,4,2,0,2,2
30,1,600,14,2,509,3,1,1,1,0
14,1,520,14,2,2046,1,1,1,1,2
7,1,400,198,2,1258,2,2,1,1,2
26,4,3064,170,1,1611,5,1,2,4,0
41,1,600,16,1,711,0,2,0,2,2
62,2,920,447,2,2023,1,1,1,2,2
56,2,970,455,1,1475,1,1,0,2,2
76,4,2120,326,1,1119,5,0,1,5,0
64,2,1000,14,2,42,1,0,0,2,0
78,2,980,196,2,1323,3,2,1,2,2
53,3,2000,270,1,470,1,1,1,3,2
69,2,777,317,1,2154,0,1,2,2,0
71,2,1000,200,2,188,3,2,0,2,2
51,2,100,198,1,1076,2,2,0,2,2
22,1,800,455,1,1402,4,2,0,1,2
13,2,1100,198,2,878,0,1,1,2,2
69,2,550,447,1,1389,4,0,1,2,2
37,2,720,313,2,969,1,1,1,2,2
76,1,400,312,1,767,3,2,1,1,2
33,2,790,275,2,469,5,2,1,2,2
64,2,805,457,2,1146,1,2,1,2,2
32,3,1060,270,2,2035,1,1,1,2,2
71,2,1125,10,2,596,3,2,0,2,2
75,1,1000,10,2,171,1,2,1,2,2
31,1,600,447,1,595,1,2,1,1,2
31,3,1200,16,1,29,4,1,1,2,0
30,2,1300,198,1,789,0,1,1,2,0
59,3,1600,271,1,757,0,1,2,3,0
67,2,900,273,2,1281,3,0,1,2,2
47,1,600,198,2,1053,0,1,2,1,2
31,1,330,206,2,128,5,2,1,1,2
61,2,1340,385,2,809,1,1,2,2,2
37,3,1450,201,2,80,3,1,1,2,2
26,1,550,196,1,395,2,2,0,1,0
22,1,350,200,2,1832,2,0,1,1,2
6,2,1000,10,2,107,4,0,1,2,2
44,2,950,1,2,810,1,2,0,2,2
47,1,250,447,2,462,4,0,1,1,2
33,1,700,1,1,1375,1,2,1,1,2
71,2,900,458,1,696,2,1,1,1,2
51,3,2750,351,1,1564,0,1,0,4,0
48,2,850,201,1,1349,0,1,1,2,0
68,3,1300,196,1,228,3,1,0,3,0
75,2,1200,270,1,966,1,2,1,2,0
20,3,1200,270,2,1779,3,1,1,3,2
28,2,1125,231,2,1977,1,1,1,2,2
75,4,3789,435,1,591,3,1,2,5,0
77,2,973,312,1,1459,1,1,2,2,2
58,3,1710,118,2,1464,1,1,1,3,2
18,3,1750,14,2,422,0,1,1,3,2
73,2,600,196,2,398,0,1,1,1,2
53,2,800,198,2,1080,3,2,1,2,2
78,2,795,382,1,1711,5,2,1,2,0
35,3,2200,198,1,81,1,2,0,3,0
27,3,1278,275,2,1236,0,1,1,2,2
33,3,2200,273,2,2008,3,1,1,3,2
14,2,1000,196,2,1337,3,2,1,1,2
64,3,1750,312,1,1732,2,1,0,4,0
22,1,500,457,2,1515,0,2,1,1,2
54,2,800,14,2,254,0,2,1,2,2
44,3,2210,455,1,2068,4,2,1,3,2
77,3,1400,14,2,1146,1,1,1,2,2
74,2,1080,257,1,830,0,0,1,2,2
37,1,497,270,1,1078,2,2,1,1,0
35,1,300,457,2,54,0,2,1,1,2
75,3,920,300,1,628,5,2,2,3,0
62,1,500,196,2,2092,0,2,1,1,2
35,2,700,275,1,1455,5,2,1,2,0
76,2,1200,1,1,2204,1,2,2,3,2
37,2,750,447,1,1958,1,2,2,2,2
20,1,350,10,2,563,1,2,1,1,2
78,3,1350,224,1,918,5,1,1,3,0
24,2,1400,198,2,1643,3,2,1,2,2
59,3,2000,379,2,151,2,1,2,2,2
49,3,2000,17,1,492,0,0,0,2,0
39,2,475,455,2,312,4,2,1,1,2
52,1,470,343,1,1199,5,1,2,2,0
75,3,1417,395,1,1341,3,0,0,3,0
41,2,1200,447,2,1756,4,1,2,2,2
75,2,1200,312,1,759,0,1,1,2,0
64,2,1080,270,2,130,3,1,1,2,2
26,3,1200,312,1,323,0,2,0,2,2
28,3,1500,16,2,1811,3,1,1,3,2
42,2,1100,16,2,1462,3,2,1,2,2
68,1,500,447,2,2104,1,2,1,1,2
76,2,875,62,1,225,5,2,1,2,0
15,2,160,267,1,517,2,1,1,2,2
61,3,1800,40,1,225,5,0,1,4,0
12,2,650,270,1,584,2,2,1,2,2
7,2,100,270,2,835,2,2,1,1,2
6,1,750,270,1,864,0,1,1,1,2
75,3,1742,59,1,590,3,1,2,3,0
59,1,600,14,2,1626,0,1,1,1,2
66,3,1600,455,1,1237,1,0,1,3,2
76,3,1550,5,1,716,0,1,1,3,0
27,2,1050,41,1,2046,1,1,2,2,0
63,1,200,312,2,1495,5,0,1,1,2
13,3,1350,90,2,1307,0,0,1,3,2
75,3,3200,14,1,1056,3,1,1,3,0
56,2,800,16,1,26,1,2,1,2,0
75,1,434,343,1,1765,5,1,1,2,0
30,2,1000,200,2,147,3,1,1,2,0
13,1,550,198,2,1654,2,1,1,1,2
59,3,1350,167,1,2012,5,1,1,3,0
18,2,1600,455,2,1014,0,0,1,3,2
77,2,120,455,2,2052,3,1,1,2,2
7,3,1200,198,2,947,5,1,2,2,2
77,3,1100,198,1,549,0,1,2,2,2
37,1,400,459,1,1609,2,2,1,1,2
30,1,450,16,2,135,1,2,0,1,2
27,3,1680,8,2,2046,1,1,2,3,0
67,3,2500,14,1,1796,2,1,0,4,0
77,1,520,198,2,1946,1,1,1,1,2
73,2,900,340,1,253,5,1,2,2,0
69,2,700,44,1,428,5,2,1,2,0
75,3,1250,271,1,299,0,1,1,3,0
51,3,1788,447,1,1034,0,1,2,3,0
72,1,48,10,2,1686,2,1,1,1,2
73,1,600,198,2,1159,0,2,1,1,2
75,3,1250,74,1,32,5,1,2,3,0
18,2,1050,14,2,245,0,1,1,2,2
79,2,1200,270,2,1896,3,2,2,2,2
69,1,300,447,1,1759,4,1,1,1,2
75,4,2520,192,1,473,3,1,2,5,2
71,2,1100,270,2,1436,1,2,1,2,2
64,1,450,198,1,524,4,1,1,1,2
55,2,2300,457,1,2071,1,0,0,2,2
26,1,450,198,1,396,2,2,1,1,0
27,2,1200,270,2,127,0,1,1,2,2
74,2,650,271,1,255,3,2,1,2,2
70,3,1050,136,1,682,5,0,2,3,0
39,2,820,394,1,1614,5,1,1,2,0
67,4,3500,14,1,102,2,1,0,6,0
7,1,750,200,2,2234,0,1,1,1,2
35,1,440,200,1,1303,0,1,1,1,0
32,2,200,202,2,181,3,2,1,1,2
62,2,400,267,1,1489,5,0,1,1,2
18,2,700,10,1,977,1,2,1,3,2
62,1,275,275,2,328,5,2,1,1,2
69,3,1900,273,1,242,0,2,0,3,0
68,3,1400,315,1,1145,3,1,1,2,2
43,3,200,196,1,1891,2,2,1,2,2
33,2,100,14,2,91,3,2,1,2,2
39,5,3000,401,1,1000,5,1,1,5,0
47,1,400,447,2,1589,2,2,1,1,2
75,6,4500,10,2,906,3,1,1,6,2
35,1,360,10,2,631,2,1,1,1,2
14,2,1300,267,2,1145,3,1,1,2,2
14,3,1000,455,2,551,1,1,1,3,2
30,2,800,455,1,992,4,2,0,1,2
78,3,1480,383,1,500,0,0,2,2,0
12,3,1750,457,2,913,4,1,1,3,2
6,2,1100,267,2,1412,3,2,1,2,2
8,3,1720,297,2,1356,3,1,1,3,2
22,1,450,270,2,1629,0,1,1,1,2
59,2,1200,458,2,878,0,1,1,2,2
50,2,1250,196,2,2209,3,2,1,2,2
31,1,550,458,1,629,5,2,0,1,0
75,2,950,196,2,972,1,1,1,2,2
28,2,786,14,2,2104,1,0,1,2,2
75,1,550,315,2,1588,3,0,1,1,2
41,1,600,198,2,141,1,0,1,1,2
18,3,1200,14,2,217,0,1,1,2,2
26,2,950,458,1,546,2,1,1,2,2
22,2,805,348,1,1187,0,0,1,2,2
14,2,1300,196,2,411,3,1,1,2,2
75,3,2800,128,1,1021,3,0,2,3,0
18,2,1800,14,2,712,0,1,1,2,2
68,3,1965,26,2,1337,3,1,1,3,0
76,1,385,459,2,2192,5,2,1,1,2
13,2,600,455,2,108,4,2,1,1,2
47,2,800,198,2,336,0,2,1,2,2
38,1,595,1,2,2073,1,1,1,1,2
71,2,1250,447,2,1970,3,2,1,2,2
59,2,1115,16,2,22,0,1,1,2,2
60,1,450,16,1,1499,2,0,1,1,0
33,3,1286,407,1,711,0,1,0,3,0
59,1,550,196,1,1159,0,1,1,1,2
36,1,450,458,1,229,0,1,1,1,2
58,2,1000,457,2,1059,4,2,1,1,2
45,1,650,18,2,1936,3,2,1,1,2
68,2,1100,14,2,1065,0,2,1,2,2
75,2,600,430,1,1618,5,1,1,2,0
31,2,700,302,1,328,5,2,1,2,0
28,2,1200,14,2,1011,1,1,2,2,2
78,3,2400,462,1,1030,0,1,0,3,0
18,2,800,423,1,146,0,1,1,1,2
19,1,500,17,1,1178,2,2,1,1,2
37,3,1400,270,2,1351,3,1,2,3,2
57,2,1500,10,2,850,3,1,1,2,2
50,2,1000,447,1,1889,4,2,1,1,2
27,1,600,455,2,419,0,2,1,1,2
42,2,1200,198,2,230,0,1,1,2,2
31,2,1200,455,2,980,0,2,1,2,2
62,1,320,10,1,30,4,0,0,1,2
78,3,750,361,1,1168,5,2,2,2,0
73,1,600,16,2,257,0,2,1,1,2
77,4,2550,196,1,228,3,1,1,4,0
12,2,610,17,1,2219,5,0,1,2,2
67,2,950,313,1,21,0,2,1,2,2
71,1,700,10,2,1774,4,1,1,1,2
76,4,1600,322,1,2019,5,1,1,5,0
35,2,680,455,1,239,4,2,1,2,2
64,2,800,62,1,888,5,1,1,2,0
53,2,1000,458,2,1257,3,2,1,2,2
31,1,450,446,1,444,2,0,1,1,2
41,1,320,223,1,1263,5,2,1,1,2
20,1,430,19,1,225,5,0,1,1,0
